Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Number of Employees,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth
Axelliant,https://www.crunchbase.com/organization/axelliant,2019-01-01,year,51-100,"Axelliant design, deploy, implement, and manage the most advanced IT solutions and services with a level of agility and responsiveness through the entire solution delivery process that is increasingly uncommon in their field. They understand that the ability to function in an increasingly complex technological landscape, with dozens of new entrants daily, can make business and IT decision-making processes a challenge. The company is there to guide customers on their personalized journey to success for their business.",https://www.axelliant.com,"Cloud Data Services, Collaboration, Cyber Security, Information Technology, Software","Torrance, California, United States",Axelliant is a california-based IT solutions provider focused on addressing the needs of businesses and organizations.,"236,511",713,,-49.79%,,0,1,-66.67%,100%,25%,"7,569,432","1,474,944",24.2%
Vizy,https://www.crunchbase.com/organization/vizy-efb3,2019-01-01,year,1-10,"Vizy develops a virtual office software that helps remote teams collaborate more effectively and feel less isolated. Its features include NLP-powered transcription, screen sharing, multiplayer app collaboration, crystal clear voice and video channels, file sharing, and more. Vizy is a tool that handles all communication outside of Slack and email, packaged in a seamless UI.",https://www.vizy.io/,"Collaboration, Communications Infrastructure, Productivity Tools, SaaS, Software","San Francisco, California, United States",Vizy develops a virtual office software that helps remote teams collaborate more effectively.,"275,896",,,,,,,,,,,,
Munera,https://www.crunchbase.com/organization/munera,2019-01-01,year,1-10,,https://munera.us/,"Collaboration, GovTech, Information Technology, Procurement, Software","San Francisco, California, United States",Munera is an integrated marketplace and management solution for infrastructure projects and the deals that pay for them.,"350,238",,,,,,,,,,,,
orthodox.ai,https://www.crunchbase.com/organization/orthodox-ai,2019-01-01,year,1-10,"Orthodox - The Document Intelligence Platform. Orthodox is transforming how companies manage their important legal and corporate records, using artificial intelligence and automation. With Orthodox you never have to worry about your company's legal and corporate records. They are always organized, searchable and secure.",https://orthodox.ai,"Collaboration, File Sharing, Information Technology, Legal, Machine Learning, Venture Capital","Palo Alto, California, United States","Orthodox - The Document Intelligence Platform. We're transforming how companies manage legal and corporate records, using AI and automation.","410,538",,,,,,,,,,,,
eggheads.ai,https://www.crunchbase.com/organization/eggheads,2019-01-01,year,1-10,,https://eggheads.ai,"Collaboration, E-Learning, Information and Communications Technology (ICT)","Pfaffikon, Zurich, Switzerland",Businesses that need to keep employees up to date use our chatbots to transfer knowledge and ask for feedback.,"679,778",,,,,,,,,,,,
Sopher,https://www.crunchbase.com/organization/sopher,2019-01-01,year,1-10,,https://sopher.io,"Collaboration, Messaging, Mobile Apps, Video Conferencing","Berlin, Berlin, Germany",Sopher is a secure communication and collaboration platform for personal use and businesses.,"767,813",,,,,,,,,,,,
Tafifi,https://www.crunchbase.com/organization/tafifi,2019-01-01,year,1-10,"Become a product hero! Let the roadmap do all the hard work for you so that you can focus on finding the solutions to the product problems that really matter. Tafifi has been created to help you develop and deliver on the best product ideas. It is a living roadmap knows all the latest and likeliest realities and consciously manages changes to strategy, timing and product. It is not project management. Other products are often ""duct-taped"" to meet just some of your product management needs. That ""duct-taping"" comes at a cost, lost time, lost focus, and lost opportunity. Tafifi is built on a foundation of co-creation. The living roadmap environment is driven by advanced features, designed to focus efforts on delivering value and insights. A.I. Planning. Smart Backlog. Automated Stakeholder Alignment. Improved Team Execution. Realtime Collaboration. Ambient Insights. Are but a few of those features.",https://tafifi.com,"Collaboration, Enterprise Software, Product Management, Productivity Tools","New City, New York, United States",The Living Roadmap,"786,694",,,,,,,,,,,,
CirclyApp,https://www.crunchbase.com/organization/circly,2019-01-01,year,,,https://circlyapp.com/,"Apps, Collaboration, Data Visualization, EdTech, Education, Internet, Knowledge Management, Productivity Tools, Software, Task Management","Amsterdam, Noord-Holland, The Netherlands","Circly is an online visual organizer and real-time collaboration platform with colourful circles, that helps to learn, think, work together.","806,625","1,778",,,,217,3.18,,27.33%,,"5,431,405",,
PROX Capital Group,https://www.crunchbase.com/organization/prox-capital-group,2019-01-01,year,1-10,"PROX Capital Group provides private equity investing in companies, partners with business owners, and collaborates with key stakeholders to increase their value. The company's private equity investment approach is to intentionally engage with successful business owners who have built talented management teams to achieve long-term growth results. Its strategy team maximizes value by improving processes across various aspects of a business operations.",https://proxcapitalgroup.com/,"Business Development, Collaboration, Financial Services","Baltimore, Maryland, United States","PROX Capital Group provides private equity investing in companies, partners with business owners, and collaborates with key stakeholders.","815,395",,,,,,,,,,,,
Popcrn,https://www.crunchbase.com/organization/popcrn,2019-01-01,year,1-10,"Popcrn is a social marketplace for creative entrepreneurs in the production industry. The company allows models, stylists, film specialists, and their collaborators to connect, collaborate, and get paid.",https://about.popcrn.co,"Collaboration, Freelance, Marketplace, Media and Entertainment, Social Network","Los Angeles, California, United States",Popcrn is a social marketplace that connects freelance creatives to clients and collaborators.,"905,818",,,,,,,,,,,,
"AcceleratUM, LLC",https://www.crunchbase.com/organization/acceleratum-llc,2019-01-01,year,1-10,"AcceleratUM, LLC is a wholly-owned subsidiary of the Feddersen Group.",https://www.AcceleratUM.com,"Aerospace, Air Transportation, Collaboration, Consulting","Park City, Utah, United States",AcceleratUM provides collaborative and consulting services to accelerate the integration of Unmanned Mobility,"1,053,522",,,,,,,,,,,,
Supremework,https://www.crunchbase.com/organization/supremework,2019-01-01,year,101-250,"Supremework Coworking is a coworking space with shared and private offices that is run by the community. Supremework Coworking was founded in 2019 and is located in Delhi, India.",https://www.supremework.work,"Collaboration, Coworking, Incubators, Real Estate","Delhi, Delhi, India",Supremework Coworking is a coworking space with shared and private offices that is run by the community.,"1,079,056",924,,240.96%,-8.4%,0,1,-50%,100%,100%,"7,137,625","-2,166,600",-23.29%
Croldy,https://www.crunchbase.com/organization/croldy,2019-01-01,year,5001-10000,"Croldy is a multinational corporation that specializes in Internet-related services and products. The company’s product portfolio includes Croldy Search, which provides users with access to information online; Knowledge Graph that allows users to search for things, people, or places as well as builds systems recognizing speech and understandingnatural language; Croldy Now, which provides information to users when they need it; Product Listing Ads that offer product image, price, and merchant information;                      Croldy was founded by Md Anan Islam in Kolkata, West Bengal in 2021.",https://www.croldy.in,"Collaboration, Enterprise Software, Information Technology, Search Engine, Software","Kolkata, West Bengal, India",Croldy is a multinational corporation that specializes in Internet-related services and products.,"1,134,531",,,,,,,,,,,,
Left Field Football Consulting,https://www.crunchbase.com/organization/left-field-football-consulting,2019-01-01,year,1-10,,https://leftfieldfc.com/,"Business Development, Collaboration, Consulting","Liverpool, Liverpool, United Kingdom",Left Field Football Consulting improves the quality of information upon which the game’s leaders make their most important decisions.,"1,428,370",,,,,,,,,,,,
Bobab,https://www.crunchbase.com/organization/bobab,2019-01-01,year,1-10,"Bobab is a networking platform dedicated to connecting science, tech, and business professionals working in and for Africa. Bobab's mission is to promote the best African commercial, academic, and philanthropic innovation, as well as the individuals and organizations driving it forward, in order to advance science and technology on the continent. It was founded in 2019 and is based in London.",https://bobab.org/,"Collaboration, Information Technology, Professional Networking","London, England, United Kingdom","Bobab is a networking platform dedicated to connecting science, tech, and business professionals working in and for Africa.","1,429,373",,,,,,,,,,,,
