Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
LODGEA,https://www.crunchbase.com/organization/lodgea,"Websitebuilder & Next Generation Direct Booking & Marketing Engine for Hotels and Vacation Rentals  LODGEA is a SaaS product that anyone can use to set up an online shop for accommodation in just a few minutes. It enables everyone to independently manage, market and sell properties directly and profitably. The software offers the latest technology with built-in marketing automation and AI (such as image recognition and translation) available with no upfront costs (such as setup fees). In this way, each user can either set up an online shop for accommodations independently or integrate the included booking solution on their own website. In order to generate bookings with as little effort and know-how as possible, the accommodation portfolio can be automatically linked to all relevant marketing channels (e.g. Google, Facebook and Instagram ads). LODGEA’s white label e-commerce booking engine can be used directly by hotels and all types of accommodation providers:  -> Maximize direct revenue while making sure having a balanced distribution across all booking channels. -> Ensure customers having a consistent and compelling experience with searching for and booking an accommodation at selected marketing channels. First Booking Engine with Marketing Automation:  - Data feed for marketing channels (social, search engines & remarketing platforms) - AI based content optimization with image recognition and translation - Campaign management with automated landing pages  Booking via Common Property Management Systems (PMS) & Channel Managers: - Synchronized real-time content, rates, availability and bookings - Drag-and-drop connectivity  - Connectivity for a wide variety of systems available Fast Performance and High Conversion Rates:  - Cloud-native application in 250+ locations worldwide - Conversion & UX optimized 2-step booking process - Automatically adapts for desktop browser, tablet or mobile device","Cloud Computing, Developer APIs, Digital Marketing, Direct Sales, E-Commerce, Information Technology, Marketing Automation, SaaS, Social Media Marketing, Software",https://lodgea.com,"Munich, Bayern, Germany",Websitebuilder & Direct Booking & Marketing Engine for Hotels and Vacation Rentals,"238,905",279,,-36.88%,-76.64%,71,3.04,24.05%,21.33%,-63.01%,"9,244,145","1,527,103",19.79%,European Union (EU),Active,2021-02-24,day,2,1-10,"Jan Kammerath, Ricarda Kies",,,,,
Teradisk,https://www.crunchbase.com/organization/teradisk,,"Cloud Computing, Information Technology, Software, Virtualization",https://teradisk.com,"Barcelona, Catalonia, Spain",Teradisk is an information technology and services company that specializes in solutions dedicated to virtualization and cloud computing.,"635,876",275,,,,0,1,,100%,,"9,291,381",,,European Union (EU),Active,2014-01-01,year,,11-50,,,,27204402,USD,27204402
X-net Software Solutions,https://www.crunchbase.com/organization/x-net-software-solutions,,"Artificial Intelligence, Cloud Computing, Information Technology, Software",https://www.x-netdigital.com,"Los Baldíos, Canarias, Spain",X-net Software Solutions is an artificial intelligence and cloud-based ERP systems development company.,"1,354,512",275,,,,0,1,,100%,,"9,261,730",,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
InAccel,https://www.crunchbase.com/organization/inaccel,InAccel develops hardware accelerators that are compatible with the Amazon AWS F1 platform. Customers use our accelerators-as-a-service to seamlessly speed up machine learning and analytical workloads on Apache Spark. Customers benefit from a 2-10x speed-up increase with minimal to zero changes in their application codes boosting performance gains and reducing cloud costs.,"Cloud Computing, Field-Programmable Gate Array (FPGA), Machine Learning, Software",https://www.inaccel.com/,"Athens, Attiki, Greece",InAccel provides high performance accelerators for Machine Learning & Analytics applications based on novel FPGA engines as IP blocks,"77,003",272,,-90.46%,"44,700%",0,1,-23.89%,100%,45.75%,"9,262,966","4,938,330",114.19%,European Union (EU),Active,2018-05-01,month,3,1-10,"Christoforos Kachris, Elias Koromilas, Ioannis Stamelos",,,,,
Zoosh Group,https://www.crunchbase.com/organization/zoosh,"Zoosh is a combination of the benefits of a traditional VC with a cutting-edge digital product studio. We provide expert guidance on your cloud propositions as we have a team of well-rounded business coaches. The result: we maximise the chance of success of your digital product or services, and you get the most committed partnership you’ve ever experienced. We offer everything an early-stage startup or business needs to progress your innovative idea from conception, digital product design through to product launch. After that, we’ll help you scale, build your team, and establish new revenue streams.","Angel Investment, Apps, Cloud Computing, Mobile, Software, UX Design, Venture Capital",http://www.zooshgroup.com,"Mullingar, Westmeath, Ireland","By investment, product dev & hands-on support we help ambitious founders & organisations create, launch and scale cloud-native Startups","225,680",269,812.83,-83.59%,-68.12%,0,1,0%,100%,0%,"9,307,015","4,258,151",84.34%,European Union (EU),Active,2014-11-17,day,4,51-100,"Balazs Bakos, Bert Farrell, David Brophy, Mervyn Graham",,,,,
Omni Factors,https://www.crunchbase.com/organization/omni-factors,,"Analytics, Cloud Computing, Customer Service, Information Technology, Software",https://www.omnifactors.com,"Sariyer, Istanbul, Turkey","OpSmartCM is an IT company that offers cloud migration, analytics, customer interaction and experience management services for businesses.","423,620",268,,,,0,1,,100%,,"9,309,186",,,,Active,2019-01-01,year,,11-50,,,,,,
PatchVantage,https://www.crunchbase.com/organization/patchvantage,,"Cloud Computing, Compliance, Software Engineering",http://patchvantage.com,"Glasgow, Glasgow City, United Kingdom","Patchvantage is a security and compliance management platform that provides cloud-based technology for Oracle, SQL Server, and Linux IoT.","2,025,319",268,,,,0,1,,100%,,"9,290,604",,,,Active,2015-01-01,day,,1-10,,,,,,
Ingrid Cloud,https://www.crunchbase.com/organization/adaptive-simulations,"Adaptive Simulations offers a cloud-based service (SaaS), providing customers with fully automated flow simulations. It's automated cloud-solution increases accuracy, flexibility and cost efficiency when simulating flow. The accessibility and ease of use of the solution enables designers and architects without any prior knowledge of Computational Fluid Dynamics (CFD) or simulations to accelerate and improve their design.","Cloud Computing, SaaS, Simulation, Software",https://www.ingridcloud.com,"Stockholm, Stockholms Lan, Sweden","Ingrid Cloud offers a cloud-based service (SaaS), providing customers with fully automated flow simulations.","49,433",250,,,,3,2,,0%,,"9,359,662",,,"European Union (EU), Nordic Countries, Scandinavia",Active,2015-01-01,month,2,51-100,"Rodrigo Vilela de Abreu, Sebastian Desand",,,,,
VYZYO,https://www.crunchbase.com/organization/vyzyo,"VYZYO is a technology-driven company specializing in the design of unique Converging solutions that combine Mobile Financial Services, Telecom Messaging, and communications.","Cloud Computing, Information Technology",https://vyzyo.com/,"London, England, United Kingdom",VYZYO is a technology driven company specialized in the design of unique Converging solutions.,"54,653",250,,113.68%,,304,13,"1,200%",0%,,"9,368,886","-664,544",-6.62%,,Active,2017-01-01,year,,51-100,,,,,,
Nubika,https://www.crunchbase.com/organization/nubika,,"Cloud Computing, Consulting",https://nubika.com/en/,"Madrid, Madrid, Spain",Nubika provides consultancy and development services in cloud environments.,"762,741",245,,,,79,2.51,,24.49%,,"9,404,296",,,European Union (EU),Active,2016-01-01,day,,11-50,,,,,,
Hanse CRM,https://www.crunchbase.com/organization/hanse-crm,,"Cloud Computing, Consulting, CRM",http://www.hansecrm.com,"Hamburg, Hamburg, Germany","Hanse CRM is a business management consulting company that focuses on cloud-based CRM-solutions for sales, service, and marketing.","1,428,459",243,,,,16,2,,0%,,"9,419,642",,,European Union (EU),Active,2014-01-01,day,,11-50,,,,24297969,USD,24297969
Future Decisions,https://www.crunchbase.com/organization/future-decisions,,"Artificial Intelligence, Cloud Computing, Energy, Machine Learning",http://www.futuredecisions.net,"London, England, United Kingdom","Future Decisions specializes in AI, energy data, and optimal control techniques for making buildings energy efficient, safer, and reliable.","1,483,669",239,,,,0,1,,100%,,"9,514,593",,,,Active,2014-11-01,month,,11-50,,,,,,
Atema,https://www.crunchbase.com/organization/atema,,"Cloud Computing, Data Mining, Information Technology",http://atema.co.uk,"Malmesbury, Wiltshire, United Kingdom","Atema offers a wide range of IT services such as destroy data, virus removal, computer myths, and IT consultancy.","618,372",238,,0%,,0,1,0%,100%,0%,"9,526,834","60,545",0.64%,,Active,2017-01-01,day,,1-10,,,,,,
WeShape,https://www.crunchbase.com/organization/weshape-a4c3,,"Cloud Computing, Consulting, Training",https://www.weshape.io,"London, England, United Kingdom","WeShape specializes in DevOps and provides advisory and technical solutions, training, and coaching services.","637,383",238,,-68.77%,582.61%,0,1,-80%,100%,-33.97%,"9,473,346","2,651,003",38.86%,,Active,2019-03-01,month,,11-50,,,,,,
Mawens Business Solutions,https://www.crunchbase.com/organization/mawens-business-solutions,,"Cloud Computing, Consulting, CRM, Outsourcing",https://mawens.com/,"London, England, United Kingdom","Mawens Business Solutions offers Microsoft Dynamics 365-CRM, outsourcing and cloud solutions to optimize the business process.","1,453,517",238,,,,145,5,,0%,,"9,474,833",,,,Active,2014-01-01,year,,11-50,,,,,,
WealthArc,https://www.crunchbase.com/organization/wealtharc,"WealthArc automatically consolidates investment portfolios & financial data and delivers it via an easy and unified interface to clients (banks and external asset managers). The solution consists of: - A robust and battle-tested automated API engine integrating data from custodian banks (currently over 60 existing connections to banks in Switzerland, Lichtenstein, Luxembourg, Singapore, Monaco, Hong Kong and other) as well as other providers of financial data. - Wealth management web platform built on top of an API engine. It covers a broad scope of mission-critical services for our clients, such as portfolio management, automation of client invoicing, risk profile monitoring, compliance checks and consolidation of assets from various custodian banks. The platform is distributed via the SaaS model and stores all data in a secure cloud environment.","Big Data, Cloud Computing, Cyber Security, Financial Services, FinTech, SaaS",http://www.wealtharc.com,"Zürich, Zurich, Switzerland",Empowering wealth managers to manage clients wealth anywhere and anytime,"38,435",231,,,,5,1.49,,83.55%,,"9,560,510",,,,Active,2015-01-01,year,2,11-50,"Krzysztof Gogól, Sebastian Manthei",,,21389690,USD,21389690
HISI,https://www.crunchbase.com/organization/hisi,"GroupHISI provides information technology and services like cloud computing, managed services, and expertise centers. This Business Cloud Provider is certified ISO 9001: 2015, 27001: 2013 and HDS:2018. Controlling and managing cloud-based applications on Linux and Unix platforms (x86, IBM Power I, SAP, Oracle) in French data centers. They offer services ranging from IaaS, SaaS, PaaS, to DaaS, to outsourcing and outsourcing of backups, as well as IT service continuity (PCA / PRA). A data center in France has several private rooms and full redundancy for TELECOM operators. They guarantee 99.99% uptime through their ""high availability"" architectures. They deploy, supervise, and administer your business applications and databases 24/7/365 using their teams of experts. Their cloud-based platform hosts your Business-as-a-Service applications via subscriptions that include optional outsourcing services. SAP and SAP HANA, IBM Power i, Oracle are only a few of the specific clouds that are optimal for your environment. SAP BC certified experts assist you with technical projects surrounding SAP and Hana. Hybridizing the major public clouds (AWS, Azure, Office 365) while guaranteeing the security and efficiency of your information systems is essential in this market. Their services include consulting, systems auditing, virtualized architectures, secure backups, and PRA / PCA.","Cloud Computing, Information Technology, SaaS, Service Industry",https://www.groupehisi.fr/,"Nanterre, Ile-de-France, France","GroupHISI provides information technology and services like cloud computing, managed services, and expertise centers.","383,909",230,746.67,-74.64%,"20,114.29%","1,415",7.07,335.03%,23.04%,-70.89%,"9,568,064","2,458,576",34.58%,European Union (EU),Active,2018-01-01,year,,101-250,,,,,,
