Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
etiqa-9405	Etiqa is a software development company that provides web apps, e-commerce, and social integration.	Turin, Piemonte, Italy	11-50	Private	etiqa.it/	1,762,342	2012	Active	For Profit	hq@etiqa.it	European Union (EU)	Etiqa S.R.L	+39 011 086 7599															E-Commerce	Software	Web Apps																																			https://www.linkedin.com/company/etiqa-srl/			
etiskapp	ETISKAPP is a digital design office that creates web and mobile applications.	Rennes, Bretagne, France	11-50	Private	www.etiskapp.com	1,284,401	Aug 12, 2013	Active	For Profit	contact@etiskapp.com	European Union (EU)	Etiskapp SARL	33 769140496															Information Technology	Software	Web Apps	Web Development																																		https://www.linkedin.com/company/etiskapp			
e-trend	E-Trend is a software development company that provides more comprehensive services for small and medium-sized companies.	Budapest, Budapest, Hungary	11-50	Private	www.etrend.hu	1,615,023	Jan 1, 1999	Active	For Profit	info@etrend.hu	European Union (EU)		36-1-2605869															Apps	Software	Web Apps																																						
eunity	Eunity is a consulting firm that helps organizations with web hosting, database application, content management and web design services.	Bielefeld, Nordrhein-Westfalen, Germany		Private	eunity-service.de	1,751,882		Active	For Profit	info@eunity-service.de	European Union (EU)		+49 521 9344343															Content	Database	Web Apps	Web Development	Web Hosting																																				
euraconsult	EuraConsult is a company that offers mobile, software solutions and also conducts workshops for customers.	Basel, Basel-Stadt, Switzerland	1-10	Private	www.euraconsult.ch	1,823,619	Jan 1, 1999	Active	For Profit	mbh@euraconsult.ch			41-612735828															Mobile	Software	Web Apps																																			https://www.facebook.com/pg/Mobile-Blockchain-Training-Coaching-1966001430077215/about/?ref=page_internal			
eurocoders	Eurocoders offers web development, database, web design, web app development, SEO and social media advertising services.	Plovdiv, Plovdiv, Bulgaria	11-50	Private	eurocoders.com	711,629	2001	Active	For Profit	support@eurocoders.com	European Union (EU)		44 20 35 146 634															Advertising	Information Technology	SEO	Web Apps	Web Design	Web Development																																https://www.facebook.com/eurocoders	https://www.linkedin.com/company/eurocoders	https://twitter.com/eurocoders	https://eurocoders.com/en/cookie-policy/
eurohispana-group	Eurohispana Group develops e-marketing technologies from the ground up, plans, implements marketing tools and achieves positive results.	Getafe, Madrid, Spain		Private	eurohispana.es/	1,230,486		Active	For Profit	info@eurohispana.es	European Union (EU)	Eurohispana Group	+34 911 820 550															Digital Marketing	E-Commerce	Internet	SEO	Web Apps																																	https://www.facebook.com/eurohispana.es/	https://twitter.com/eurohispana		
euromedia-c06c	Euromedia develops and designs web apps, video visual effects, Sys integration, E-learning, project management, web, and social marketing.	Terni, Umbria, Italy	11-50	Private	www.euromediaitalia.com	638,068	Dec 9, 1993	Active	For Profit	info@euromediaitalia.com	European Union (EU)		39-0744406302															E-Learning	Marketing	Web Apps																																			https://www.facebook.com/EuromediaItalia/	https://www.linkedin.com/company/euromedia-terni/?originalSubdomain=in	https://twitter.com/EuromediaItalia	https://www.euromediaitalia.com/dichiarazione-sulla-privacy-e-cookie-policy/
europanda	Europanda extends its knowledge in the sale of computers and consumables as well offers complete web services for its customers.	Suceava, Suceava, Romania	1-10	Private	www.europanda.ro	1,754,451	Jan 1, 2001	Active	For Profit	office@europanda.ro	European Union (EU)		40-230-310455															Computer	Retail	Web Apps																																						
europublic	Europublic is a front & backend development of mobile & web apps based company.	Berlin, Berlin, Germany	1-10	Private	www.europublic.de/	1,186,944	Jan 1, 1995	Active	For Profit	info@europublic.de	European Union (EU)		49 30 28384236															Information Services	Software	Web Apps																																						
evantra	evantra creates modern websites and customized systems.	Lübeck, Schleswig-Holstein, Germany	1-10	Private	www.evantra.de/	1,385,710	Jan 1, 2009	Active	For Profit	info@evantra.de	European Union (EU)		49-451-707382-0															Web Apps	Web Design	Web Development																																			https://www.facebook.com/evantraGmbH/	https://www.linkedin.com/company/evantra-gmbh/		
everchurch	Everchurch is a website, mobile app, and social media solution for churches and ministries.	Us, Picardie, France		Private	www.everchurch.com	1,920,428		Active	For Profit	hello@everchurch.com	European Union (EU)	Everchurch	+1 888 337 7325															Apps	Social Media	Software	Web Apps																																		https://twitter.com/everchurch			
evergreen-computing	Evergreen Computing Ltd is a software development firm that specializes in creating custom application software for enterprises.	Tortworth, South Gloucestershire, United Kingdom	11-50	Private	evergreencomputing.com/	836,850	1999	Active	For Profit	info@evergreencomputing.com		Evergreen Computing	+44 (0) 1454 269 087	Andrew Cope														CRM	Information Services	Software	Web Apps																																		https://www.facebook.com/Evergreenwebsites	https://www.linkedin.com/company/evergreen-computing-ltd/	https://www.twitter.com/evergreen_uk	
everlabs	Everlabs provides web development services to its customers.	Cherkasy, Cherkas'ka Oblast', Ukraine	11-50	Private	everlabs.com/	690,392	2013	Active	For Profit				+380 67 445 3282															Web Apps	Web Design	Web Development																																			https://www.facebook.com/everlabs.software/	https://www.linkedin.com/company/everlabs/		
evermade	Evermade is a web design & development company from Helsinki, Finland.	Helsinki, Southern Finland, Finland	11-50	Private	evermade.fi/en/	536,823	Nov 1, 2011	Active	For Profit	hello@evermade.fi	European Union (EU), Nordic Countries, Scandinavia		+358 40 8252 741	Julius Haukkasalo														E-Commerce	Information Technology	Internet	Web Apps	Web Design	Web Development																																https://www.facebook.com/evermade	https://twitter.com/evermadefi		
evermore	Evermore is a digital agency specialized in custom web solutions and applications.	Sofia, Grad Sofiya, Bulgaria	1-10	Private	weareevermore.com	499,636	Dec 23, 2006	Active	For Profit	hello@weareevermore.com	European Union (EU)			Avi Barough, David Reinhold														Digital Media	Software	Web Apps	Web Design																																		https://www.facebook.com/weareevermore	https://tw.linkedin.com/company/weareevermore	https://www.twitter.com/weareevermore	https://weareevermore.com/privacy-policy
everse-data	Everse Data provides software, web and mobile apps, automation and integration, technical support, and maintenance services for businesses.	Viisoara, Mures, Romania	1-10	Private	everse.ro/	1,512,118	2019	Active	For Profit	parteniealex@everse.ro	European Union (EU)	SC EVERSE DATA SRL	+40 766 553 774															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/eversedata	https://www.linkedin.com/company/everse-data		
evialog	EVIALOG is a software development company for sales and trading.	Thonon-les-bains, Rhone-Alpes, France	1-10	Private	www.evialog.com	2,091,710	2010	Active	For Profit	info@evialog.com	European Union (EU)	SAS Evialog	+33 450 735 647															Software	Software Engineering	Web Apps																																			https://www.facebook.com/Evialog.74	https://www.linkedin.com/company/evialog	https://twitter.com/evialog	
evimedia	EVI Media is a full-service internet consultancy that deals with the design and development of websites and web applications.	Rotterdam, Zuid-Holland, The Netherlands	1-10	Private	www.evimedia.nl/index.html	1,069,250	2010	Active	For Profit		European Union (EU)																	CRM	Web Apps	Web Development																																						
evin-418d	EVIN designs and develops customized web and mobile solutions such as Drink Plus Cellars, Management Planet, and VOIstats.	Ascoli Piceno, Marche, Italy	1-10	Private	www.evin.it	1,551,140	Mar 7, 2007	Active	For Profit	info@evin.it	European Union (EU)		39-0736344166															Mobile Apps	Software	Web Apps																																			https://twitter.com/evinsrl			https://www.evin.it/privacy
evomatic	Evomatic deals with information technology and industrial process control along with developing web and mobile apps.	Rovigo, Veneto, Italy	11-50	Private	www.evomatic.it	1,108,959	Mar 8, 2000	Active	For Profit	info@evomatic.it	European Union (EU)		39-425471157															Information Technology	Mobile Apps	Web Apps																																			https://www.facebook.com/EvogpsWeb?ref=hl	https://www.linkedin.com/company/evomatic-s-r-l-/about/		https://www.evomatic.it/privacy-policy/
evonove	Evonove develops mobile applications, python web apps, user experience & interface design as well as offers digital marketing services.	Magione, Umbria, Italy	11-50	Private	evonove.it/	1,858,341	2010	Active	For Profit	info@evonove.it	European Union (EU)	Evonove SRL	+39 075 841546															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/evonovesrl	https://www.linkedin.com/company/evonove	https://twitter.com/evonove	
evosec	Evosec is an IT company that offers software development, web application development, and support in the field of the automotive industry.	Bocholt, Nordrhein-Westfalen, Germany	11-50	Private	www.evosec.de	1,138,300		Active	For Profit	webkontakt@evosec.de	European Union (EU)		49-287127 77134															Information Technology	Software	Web Apps																																						
e-w-consulting	E&W Consulting provides information technology and services.	Bergneustadt, Nordrhein-Westfalen, Germany	1-10	Private	cms-ew-2020.ew-labor.de	1,593,284	2009	Active	For Profit		European Union (EU)	E&W Consulting GmbH & Co. KG	+49 02261 9120915															Information Technology	IT Management	Security	Social Media	Web Apps	Web Development																																https://www.linkedin.com/company/euwconsulting/			
ex4e	eX4e offers real time mobile working solutions.	Earley, Reading, United Kingdom	1-10	Private	www.ex4e.co.uk	1,085,806	2007	Active	For Profit	sales@ex4e.co.uk		eX4e LIMITED	+44 07878546536															Mobile Apps	Software	Web Apps																																			https://www.linkedin.com/company/ex4e/			
exaitec	EXaiTEC offers web applications, mobile applications, and data analytics services.	Neubeuern, Bayern, Germany	1-10	Private	exaitec.com	1,598,283	2019	Active	For Profit	contact@exaitec.com	European Union (EU)	EXaiTEC GmbH.	+49 8035 968501															Analytics	Mobile Apps	Software	Web Apps																																		https://twitter.com/exaitec			
excel-help	Excel Help is a software development company that specializes in customized software programming services.	Amsterdam, Noord-Holland, The Netherlands		Private	www.excel-help.eu	1,532,633		Active	For Profit	customer-service@excel-help.eu	European Union (EU)		31 639 051 068															Information Technology	Software	Web Apps																																			https://www.facebook.com/ExcelHelp			
exigeapp	ExigeApp is a web app which helps entrepreneurs and students understand financial modeling and use it to their start-up’s advantage.	Bucharest, Bucuresti, Romania	1-10	Private	www.exigeapp.com/	251,032	Jul 1, 2015	Active	For Profit	contact@exigeapp.com	European Union (EU)		+40 726 101 262	Alexandra Werner Suciu, Alexandru Pavel	Grant	Grant												Financial Services	FinTech	Web Apps																																			https://www.facebook.com/exigeapp	https://www.linkedin.com/company/5125131/	https://www.twitter.com/exigeapp	
exit25	Exit25 is a group of experienced professionals, gathered in a winning team, specialized in web communication.	Roma, Lazio, Italy	1-10	Private	exit25.it	1,808,629		Active	For Profit	info@exit25.it	European Union (EU)	Exit25	+39 06 1641 610 70	Valerio Polverini														Digital Marketing	Internet	Social Media	Web Apps	Web Development																																	https://www.facebook.com/WebAgencyExit25	https://www.linkedin.com/company/exit25-web-agency		https://www.exit25.it/politica-sulla-privacy.html
